2019-04-26 01:20:29.332568 2.4, 0.0, 0.0, 0.0, 1.2, 0.0, 1.2, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2, 30.9, 0.0, 0.0, 0.0 
 2019-04-26 01:20:30.903382 1.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6, 0.0, 0.6, 0.0, 0.0, 0.6, 0.0 
 2019-04-26 01:20:32.454238 1.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6, 0.0, 1.9, 0.0, 0.0, 0.0, 0.0, 0.6, 0.0, 0.0, 0.0 
 2019-04-26 01:20:34.006765 26.0, 0.7, 12.6, 10.1, 19.0, 7.1, 5.8, 1.3, 5.9, 7.7, 0.0, 0.0, 13.6, 0.0, 0.6, 0.0, 26.1 
 2019-04-26 01:20:35.586584 70.4, 47.6, 62.1, 31.0, 70.2, 32.3, 53.3, 47.1, 54.4, 2.6, 47.7, 5.0, 69.6, 21.2, 31.2, 21.2, 69.4 
 2019-04-26 01:20:37.165030 69.0, 70.5, 56.6, 59.4, 85.4, 12.4, 64.4, 61.1, 59.5, 53.2, 59.7, 6.2, 86.5, 54.8, 45.8, 60.6, 68.2 
 2019-04-26 01:20:38.783558 76.8, 57.8, 71.4, 70.1, 86.1, 58.3, 65.0, 55.3, 78.4, 37.8, 77.6, 3.2, 84.2, 41.9, 70.2, 61.8, 76.3 
 2019-04-26 01:20:40.351515 58.3, 56.2, 58.4, 55.1, 76.0, 53.5, 44.9, 53.9, 52.9, 0.6, 52.9, 54.7, 91.9, 54.7, 37.6, 47.1, 57.0 
 2019-04-26 01:20:41.931677 77.6, 65.3, 68.8, 61.3, 83.5, 67.5, 66.2, 69.1, 68.5, 8.1, 67.3, 54.0, 83.5, 52.8, 68.2, 8.2, 76.8 
 2019-04-26 01:20:43.543617 54.7, 51.0, 57.9, 49.0, 77.6, 49.0, 59.6, 47.5, 60.5, 36.4, 45.9, 0.6, 81.1, 9.6, 48.0, 49.7, 51.3 
 2019-04-26 01:20:45.135611 66.0, 59.6, 71.6, 63.5, 80.5, 61.8, 63.1, 63.7, 74.3, 23.7, 60.8, 1.3, 85.5, 8.2, 60.8, 60.5, 65.6 
 2019-04-26 01:20:46.711609 54.5, 1.5, 57.3, 49.0, 73.1, 43.0, 48.0, 51.6, 53.7, 49.0, 51.6, 51.0, 81.7, 50.9, 34.5, 29.6, 52.6 
